Loss,Perplexity
9.210432052612305,10000.9169921875
9.21049690246582,10001.5654296875
9.210480690002441,10001.4033203125
9.210443496704102,10001.03125
9.210369110107422,10000.2880859375
9.210331916809082,9999.916015625
9.210402488708496,10000.62109375
9.210347175598145,10000.068359375
9.210084915161133,9997.4453125
9.210044860839844,9997.0458984375
9.21008586883545,9997.455078125
9.21008586883545,9997.455078125
9.20962905883789,9992.8896484375
9.209613800048828,9992.7373046875
9.209650993347168,9993.1083984375
9.209664344787598,9993.2421875
9.209131240844727,9987.916015625
9.209126472473145,9987.8681640625
9.209171295166016,9988.31640625
9.20907211303711,9987.3251953125
9.20836067199707,9980.22265625
9.20838737487793,9980.48828125
9.208381652832031,9980.431640625
9.208416938781738,9980.7841796875
9.207428932189941,9970.927734375
9.207542419433594,9972.0595703125
9.207503318786621,9971.6689453125
9.207595825195312,9972.591796875
9.20634651184082,9960.140625
9.20637035369873,9960.3779296875
9.206414222717285,9960.8154296875
9.206353187561035,9960.20703125
9.205117225646973,9947.904296875
9.205157279968262,9948.302734375
9.205097198486328,9947.705078125
9.204981803894043,9946.55859375
9.203534126281738,9932.16796875
9.203348159790039,9930.322265625
9.203471183776855,9931.5439453125
9.20360279083252,9932.8505859375
9.201733589172363,9914.3017578125
9.201757431030273,9914.5380859375
9.201634407043457,9913.318359375
9.20162582397461,9913.2333984375
9.199210166931152,9889.314453125
9.19888687133789,9886.1181640625
9.19918441772461,9889.0595703125
9.199175834655762,9888.9755859375
9.195877075195312,9856.408203125
9.195735931396484,9855.0166015625
9.195981979370117,9857.4423828125
9.196227073669434,9859.8583984375
9.192035675048828,9818.6181640625
9.192138671875,9819.62890625
9.192220687866211,9820.4345703125
9.191977500915527,9818.046875
9.18759822845459,9775.1455078125
9.187520027160645,9774.380859375
9.18779468536377,9777.06640625
9.187204360961914,9771.2958984375
9.181208610534668,9712.884765625
9.181187629699707,9712.681640625
9.180622100830078,9707.189453125
9.181417465209961,9714.9140625
9.172719955444336,9630.7841796875
9.173060417175293,9634.0634765625
9.172969818115234,9633.19140625
9.17316722869873,9635.0927734375
9.163698196411133,9544.2890625
9.163309097290039,9540.576171875
9.162928581237793,9536.9462890625
9.16296100616455,9537.2548828125
9.149624824523926,9410.9091796875
9.149986267089844,9414.3115234375
9.150094985961914,9415.3349609375
9.150094985961914,9415.3349609375
9.133212089538574,9257.7109375
9.133883476257324,9263.927734375
9.131340980529785,9240.404296875
9.133127212524414,9256.9248046875
9.11242961883545,9067.2978515625
9.112323760986328,9066.337890625
9.11239242553711,9066.9609375
9.111084938049316,9055.1142578125
9.083626747131348,8809.859375
9.083218574523926,8806.263671875
9.086071968078613,8831.427734375
9.083084106445312,8805.080078125
9.051231384277344,8529.0341796875
9.049012184143066,8510.126953125
9.048142433166504,8502.728515625
9.046954154968262,8492.630859375
9.00754165649414,8164.42578125
9.007040977478027,8160.33935546875
9.005510330200195,8147.857421875
9.007986068725586,8168.0546875
8.94969367980957,7705.53125
8.949064254760742,7700.68310546875
8.948572158813477,7696.89404296875
8.94719409942627,7686.294921875
8.885010719299316,7222.89208984375
8.88260555267334,7205.541015625
8.884895324707031,7222.05859375
8.87767505645752,7170.1015625
8.797098159790039,6615.0205078125
8.807339668273926,6683.1162109375
8.798080444335938,6621.521484375
8.798901557922363,6626.9609375
8.704172134399414,6028.009765625
8.707926750183105,6050.6845703125
8.702292442321777,6016.689453125
8.704805374145508,6031.828125
8.596006393432617,5410.0107421875
8.58385944366455,5344.693359375
8.59229850769043,5389.98828125
8.593238830566406,5395.05908203125
8.453274726867676,4690.40771484375
8.45762825012207,4710.8720703125
8.473984718322754,4788.55859375
8.472826957702637,4783.017578125
8.321633338928223,4111.87060546875
8.330962181091309,4150.40869140625
8.32373046875,4120.5029296875
8.313807487487793,4079.8173828125
8.1805419921875,3570.78955078125
8.173089981079102,3544.27880859375
8.171415328979492,3538.348388671875
8.185206413269043,3587.484130859375
8.038228034973145,3097.120361328125
8.034497261047363,3085.587158203125
8.014693260192871,3025.081298828125
8.029427528381348,3069.983642578125
7.881168842315674,2646.964599609375
7.9125590324401855,2731.371337890625
7.914882183074951,2737.72412109375
7.885952949523926,2659.658203125
7.773768424987793,2377.41357421875
7.806003570556641,2455.29833984375
7.768798351287842,2365.626953125
7.781373977661133,2395.56396484375
7.688955783843994,2184.0927734375
7.7040486335754395,2217.306884765625
7.66525411605835,2132.934814453125
7.701508522033691,2211.681884765625
7.618869781494141,2036.25927734375
7.6389689445495605,2077.6005859375
7.63509464263916,2069.56689453125
7.621148586273193,2040.9049072265625
7.599950313568115,1998.0965576171875
7.629731178283691,2058.49658203125
7.587031841278076,1972.4501953125
7.610256195068359,2018.795166015625
7.645164489746094,2090.512451171875
7.621110439300537,2040.8270263671875
7.630186557769775,2059.43408203125
7.6115264892578125,2021.3612060546875
7.709319114685059,2229.024169921875
7.657403945922852,2116.25634765625
7.652860641479492,2106.663330078125
7.651146411895752,2103.05517578125
7.723028182983398,2259.79248046875
7.664258003234863,2130.811279296875
7.701111793518066,2210.8046875
7.64572286605835,2091.68017578125
7.7123188972473145,2235.720703125
7.681475639343262,2167.81640625
7.702822208404541,2214.58935546875
7.670279502868652,2143.680419921875
7.71917200088501,2251.0947265625
7.691465854644775,2189.581787109375
7.677722454071045,2159.6953125
7.684983253479004,2175.43359375
7.583141326904297,1964.791259765625
7.6033854484558105,2004.97216796875
7.614048004150391,2026.464599609375
7.647021293640137,2094.397705078125
7.572140693664551,1943.2958984375
7.559674263000488,1919.22021484375
7.543929576873779,1889.2393798828125
7.5427565574646,1887.0245361328125
7.541201591491699,1884.092529296875
7.5034942626953125,1814.3712158203125
7.5099334716796875,1826.092041015625
7.5027947425842285,1813.1025390625
7.437732219696045,1698.8931884765625
7.4176201820373535,1665.0662841796875
7.411068439483643,1654.1927490234375
7.464110374450684,1744.3031005859375
7.3464837074279785,1550.7340087890625
7.327068328857422,1520.9163818359375
7.3007988929748535,1481.4830322265625
7.3369269371032715,1535.984619140625
7.299083232879639,1478.9434814453125
7.288486003875732,1463.353515625
7.320688247680664,1511.24365234375
7.324128150939941,1516.451171875
7.281792163848877,1453.5908203125
7.3038153648376465,1485.9586181640625
7.346926689147949,1551.421142578125
7.334567546844482,1532.3648681640625
7.327393531799316,1521.4111328125
7.332420825958252,1529.078857421875
7.356175422668457,1565.83642578125
7.317534446716309,1506.485107421875
7.357001304626465,1567.130126953125
7.375387191772461,1596.2098388671875
7.398688316345215,1633.8399658203125
7.348167896270752,1553.347900390625
7.352211952209473,1559.642578125
7.337808609008789,1537.3394775390625
7.3750505447387695,1595.672607421875
7.374253273010254,1594.40087890625
7.363325119018555,1577.07177734375
7.362669944763184,1576.0389404296875
7.338565349578857,1538.5032958984375
7.354710578918457,1563.5443115234375
7.290517330169678,1466.3291015625
7.283630847930908,1456.2659912109375
7.271620273590088,1438.8800048828125
7.320095539093018,1510.3482666015625
7.308524131774902,1492.9720458984375
7.276419162750244,1445.8016357421875
7.322636604309082,1514.19091796875
7.271389961242676,1438.548583984375
7.313690185546875,1500.704833984375
7.291962623596191,1468.449951171875
7.273064613342285,1440.959716796875
7.3059210777282715,1489.0909423828125
7.301430702209473,1482.4193115234375
7.277915954589844,1447.9671630859375
7.285655498504639,1459.2174072265625
7.3028106689453125,1484.4664306640625
7.323732852935791,1515.851806640625
7.34501838684082,1548.46337890625
7.297895908355713,1477.1885986328125
7.3055009841918945,1488.4654541015625
7.264329433441162,1428.4273681640625
7.319588661193848,1509.5830078125
7.29035758972168,1466.0948486328125
7.339011192321777,1539.1893310546875
7.349514961242676,1555.44189453125
7.31577730178833,1503.84033203125
7.310937404632568,1496.579345703125
7.304581642150879,1487.0977783203125
7.3643364906311035,1578.6676025390625
7.317439079284668,1506.3414306640625
7.274167060852051,1442.549072265625
7.243302345275879,1398.705322265625
7.25994873046875,1422.18359375
7.289126873016357,1464.2916259765625
7.28782844543457,1462.3916015625
7.297569274902344,1476.7061767578125
7.26247501373291,1425.781005859375
7.288963317871094,1464.0521240234375
7.234675884246826,1386.69140625
7.263051986694336,1426.603759765625
7.284182548522949,1457.069580078125
7.272251605987549,1439.7886962890625
7.277187824249268,1446.913330078125
7.268115043640137,1433.84521484375
7.283560276031494,1456.1632080078125
7.274896144866943,1443.601318359375
7.263631820678711,1427.4312744140625
7.3088765144348145,1493.498291015625
7.315674304962158,1503.6854248046875
7.324568271636963,1517.1187744140625
7.261754989624023,1424.7547607421875
7.296276092529297,1474.7977294921875
7.2933197021484375,1470.444091796875
7.270392417907715,1437.1143798828125
7.243902206420898,1399.544677734375
7.290064811706543,1465.6656494140625
7.248301029205322,1405.7144775390625
7.276159763336182,1445.426513671875
7.295013427734375,1472.936767578125
7.267913818359375,1433.556640625
7.269974231719971,1436.513427734375
7.2419610023498535,1396.8304443359375
7.2528862953186035,1412.1749267578125
7.2438063621521,1399.4105224609375
7.257835865020752,1419.181884765625
7.257205963134766,1418.288330078125
7.215870380401611,1360.8575439453125
7.226823806762695,1375.845703125
7.291345119476318,1467.54345703125
7.2592854499816895,1421.2406005859375
7.261447906494141,1424.3173828125
7.231984615325928,1382.9644775390625
7.231299877166748,1382.017822265625
7.2538862228393555,1413.587646484375
7.265273571014404,1429.776611328125
7.286174297332764,1459.974609375
7.277188777923584,1446.914794921875
7.256199359893799,1416.861328125
7.3424248695373535,1544.45263671875
7.273904323577881,1442.1702880859375
7.277829647064209,1447.84228515625
7.2785162925720215,1448.836669921875
7.261072158813477,1423.7822265625
7.304237365722656,1486.5858154296875
7.24707555770874,1403.992919921875
7.292681694030762,1469.5062255859375
7.254266738891602,1414.125732421875
7.261413097381592,1424.2677001953125
7.2544941902160645,1414.4473876953125
7.279844760894775,1450.7628173828125
7.23422908782959,1386.072021484375
7.358975887298584,1570.2276611328125
7.2518310546875,1410.685546875
7.242853164672852,1398.0772705078125
7.265212535858154,1429.689453125
7.223394870758057,1371.135986328125
7.243890285491943,1399.528076171875
7.287726879119873,1462.2430419921875
7.285418510437012,1458.87158203125
7.26271390914917,1426.12158203125
7.270594120025635,1437.4041748046875
7.2460618019104,1402.5704345703125
7.229104995727539,1378.98779296875
7.23958158493042,1393.5107421875
7.230133533477783,1380.406982421875
7.263467311859131,1427.196533203125
7.267941951751709,1433.5970458984375
7.299798488616943,1480.001708984375
7.252508163452148,1411.64111328125
7.2810211181640625,1452.4703369140625
7.269288539886475,1435.5286865234375
7.2673773765563965,1432.787841796875
7.266111373901367,1430.97509765625
7.2286906242370605,1378.41650390625
7.2578959465026855,1419.2672119140625
7.257278919219971,1418.391845703125
7.293112754821777,1470.139892578125
7.244675636291504,1400.6275634765625
7.259233474731445,1421.166748046875
7.2704176902771,1437.150634765625
7.2809834480285645,1452.4156494140625
7.231934547424316,1382.895263671875
7.267948150634766,1433.60595703125
7.2724714279174805,1440.1051025390625
7.256117343902588,1416.7451171875
7.216871738433838,1362.2210693359375
7.287866592407227,1462.4473876953125
7.256577968597412,1417.39794921875
7.213399887084961,1357.499755859375
7.219420909881592,1365.697998046875
7.2317094802856445,1382.583984375
7.201270580291748,1341.1336669921875
7.195778846740723,1333.7886962890625
7.176347732543945,1308.1219482421875
7.214437484741211,1358.9090576171875
7.177716255187988,1309.913330078125
7.202098846435547,1342.2449951171875
7.204881191253662,1345.98486328125
7.165251731872559,1293.687255859375
7.18889045715332,1324.6326904296875
7.1631760597229,1291.0047607421875
7.190528869628906,1326.8048095703125
7.158535957336426,1285.0281982421875
7.180360794067383,1313.382080078125
7.129231929779053,1247.9180908203125
7.169785499572754,1299.5657958984375
7.194110870361328,1331.56591796875
7.191503524780273,1328.0985107421875
7.168702602386475,1298.1593017578125
7.1877617835998535,1323.138427734375
7.186977863311768,1322.1016845703125
7.202879428863525,1343.2930908203125
7.17031717300415,1300.2569580078125
7.1978607177734375,1336.568359375
7.23019552230835,1380.492431640625
7.20386266708374,1344.614501953125
7.153417587280273,1278.4677734375
7.1828389167785645,1316.640869140625
7.200682163238525,1340.3447265625
7.189370155334473,1325.268310546875
7.152608394622803,1277.4337158203125
7.169760227203369,1299.532958984375
7.132657051086426,1252.19970703125
7.144318103790283,1266.88720703125
7.154157638549805,1279.414306640625
7.167674541473389,1296.825439453125
7.114720821380615,1229.9403076171875
7.180510997772217,1313.579345703125
7.202304363250732,1342.520751953125
7.15814208984375,1284.522216796875
7.181991100311279,1315.5250244140625
7.14284610748291,1265.023681640625
7.20115327835083,1340.9764404296875
7.2050580978393555,1346.222900390625
7.176620006561279,1308.4781494140625
7.174086570739746,1305.1673583984375
7.118044853210449,1234.035400390625
7.14420747756958,1266.7470703125
7.22613000869751,1374.891357421875
7.169506072998047,1299.2027587890625
7.170740127563477,1300.8070068359375
7.165760040283203,1294.3450927734375
7.1501007080078125,1274.2342529296875
7.194429397583008,1331.9901123046875
7.145059585571289,1267.826904296875
7.158919811248779,1285.5216064453125
7.158930778503418,1285.53564453125
7.154580593109131,1279.95556640625
7.1565470695495605,1282.4749755859375
7.141382217407227,1263.173095703125
7.131283283233643,1250.480712890625
7.144698619842529,1267.369384765625
